n,algoritmo,tempo,co2
5000,classico,1.173145055770874,1.1009185715170423e-05
5000,heap,0.10449886322021484,9.94965298202995e-07
5000,networkx,0.6923689842224121,6.507750326809707e-06
5000,classico,1.2666752338409424,1.1878429617523831e-05
5000,heap,0.10254168510437012,9.757782288287265e-07
5000,networkx,0.3706836700439453,3.489199379784132e-06
5000,classico,1.1818323135375977,1.108527978955939e-05
5000,heap,0.1034400463104248,9.867684875634524e-07
5000,networkx,0.681659460067749,6.424699057341688e-06
5000,classico,1.1762070655822754,1.1033815220179442e-05
5000,heap,0.10519790649414062,1.0031635961273574e-06
5000,networkx,0.3737614154815674,3.5159247893385588e-06
5000,classico,1.155165433883667,1.084199092441635e-05
5000,heap,0.10348343849182129,9.843041863727824e-07
5000,networkx,0.6561985015869141,6.172491715377708e-06
5000,classico,1.179767370223999,1.1067239883279576e-05
5000,heap,0.10722494125366211,1.0175204798912816e-06
5000,networkx,0.3903939723968506,3.6800718948445364e-06
5000,classico,1.1604924201965332,1.0885725999321102e-05
5000,heap,0.1028139591217041,9.805010525532728e-07
5000,networkx,0.7051138877868652,6.62193702448005e-06
5000,classico,1.1721224784851074,1.0993123734468162e-05
5000,heap,0.10100197792053223,9.595083540873944e-07
5000,networkx,0.38188624382019043,3.5908635500164357e-06
5000,classico,1.161543846130371,1.0895959158928617e-05
5000,heap,0.12650346755981445,1.2011333687589442e-06
5000,networkx,0.6887624263763428,6.474031921648652e-06
5000,classico,1.1815950870513916,1.1081535058607522e-05
5000,heap,0.10606718063354492,1.0078649439074756e-06
5000,networkx,0.3850078582763672,3.622450593596948e-06
5000,classico,1.1939036846160889,1.1198878520431929e-05
5000,heap,0.09841084480285645,9.371851520435269e-07
5000,networkx,0.6957998275756836,6.546337901893737e-06
5000,classico,1.1746444702148438,1.101973718958098e-05
5000,heap,0.10642194747924805,1.0122566797664008e-06
5000,networkx,0.3958597183227539,3.721127259144114e-06
5000,classico,1.1845898628234863,1.1114574037508678e-05
5000,heap,0.1822526454925537,1.7238063670422636e-06
5000,networkx,0.7463524341583252,7.01245282016995e-06
5000,classico,1.152569055557251,1.0814953861161764e-05
5000,heap,0.1192166805267334,1.1354643920622785e-06
5000,networkx,0.3747572898864746,3.524007556026131e-06
5000,classico,1.155012845993042,1.0833417172611332e-05
5000,heap,0.17997169494628906,1.7055093552115155e-06
5000,networkx,0.7395117282867432,6.944226482677592e-06
5000,classico,1.1796932220458984,1.1064132944906112e-05
5000,heap,0.10438013076782227,9.965101195981017e-07
5000,networkx,0.3697185516357422,3.4766316289341925e-06
5000,classico,1.1712367534637451,1.0986030424845141e-05
5000,heap,0.21915030479431152,2.068317331706816e-06
5000,networkx,0.5566742420196533,5.229733670095373e-06
5000,classico,1.1609277725219727,1.0892244016621493e-05
5000,heap,0.1069798469543457,1.0156955098676605e-06
5000,networkx,0.36928415298461914,3.4735898513360686e-06
5000,classico,1.1705217361450195,1.0982457385920531e-05
5000,heap,0.21779942512512207,2.061841546301181e-06
5000,networkx,0.4918818473815918,4.6207019546008155e-06
5000,classico,1.1810145378112793,1.1079574501769476e-05
5000,heap,0.10451388359069824,9.91733828165126e-07
5000,networkx,0.3900778293609619,3.669590276364512e-06
5000,classico,1.197638750076294,1.1235674991302613e-05
5000,heap,0.22442269325256348,2.1194840205951485e-06
5000,networkx,0.4631965160369873,4.369014387443142e-06
5000,classico,1.1632983684539795,1.0913973856334447e-05
5000,heap,0.10227823257446289,9.718307004802608e-07
5000,networkx,0.3768458366394043,3.542602947527799e-06
5000,classico,1.1770589351654053,1.1044612226183955e-05
5000,heap,0.20676851272583008,1.9520417590687097e-06
5000,networkx,0.512312650680542,4.813890537221916e-06
5000,classico,1.1753151416778564,1.102459489974899e-05
5000,heap,0.1042933464050293,9.922677727585796e-07
5000,networkx,0.3881862163543701,3.6481389936116537e-06
5000,classico,1.1660385131835938,1.094416098382978e-05
5000,heap,0.23067712783813477,2.1777340278954542e-06
5000,networkx,0.5519571304321289,5.185634829910029e-06
5000,classico,1.1670787334442139,1.0956212245369375e-05
5000,heap,0.11659598350524902,1.1045157151878538e-06
5000,networkx,0.3788766860961914,3.564797583412045e-06
5000,classico,1.1793501377105713,1.1073868527436508e-05
5000,heap,0.19849157333374023,1.8911200160160114e-06
5000,networkx,0.45938682556152344,4.3188451358280255e-06
5000,classico,1.1774189472198486,1.1044973433548828e-05
5000,heap,0.10786652565002441,1.0230774894430746e-06
5000,networkx,0.3687877655029297,3.4685603657229797e-06
5000,classico,1.1727464199066162,1.1005472303713912e-05
5000,heap,0.20847034454345703,1.981036515227829e-06
5000,networkx,0.4908945560455322,4.611549037914348e-06
5000,classico,1.1797268390655518,1.1065685222348965e-05
5000,heap,0.10396814346313477,9.89335443880018e-07
5000,networkx,0.3733100891113281,3.511758963547069e-06
5000,classico,1.1802194118499756,1.1074276446389676e-05
5000,heap,0.2380523681640625,2.2456978959823287e-06
5000,networkx,0.37524986267089844,3.528259944480938e-06
5000,classico,1.1953656673431396,1.1214093641279836e-05
5000,heap,0.10770606994628906,1.021374968264762e-06
5000,networkx,0.3963038921356201,3.729194894704946e-06
5000,classico,1.1752362251281738,1.102339242211296e-05
5000,heap,0.22441887855529785,2.1171115424325545e-06
5000,networkx,0.3826327323913574,3.5999707958609055e-06
5000,classico,1.1587088108062744,1.0876048656387937e-05
5000,heap,0.10475707054138184,9.95683954130153e-07
5000,networkx,0.3797178268432617,3.5717038205185666e-06
5000,classico,1.1697397232055664,1.0978603637176164e-05
5000,heap,0.24740004539489746,2.333700056563053e-06
5000,networkx,0.3915743827819824,3.6843652527439643e-06
5000,classico,1.147517442703247,1.0762101492996607e-05
5000,heap,0.13909411430358887,1.3191753666954966e-06
5000,networkx,0.376878023147583,3.5470749971429065e-06
5000,classico,1.2226440906524658,1.1478870787025658e-05
5000,heap,0.23707032203674316,2.244235698673737e-06
5000,networkx,0.3938472270965576,3.704022794857395e-06
5000,classico,1.1874539852142334,6.826311085046766e-08
5000,heap,0.12295174598693848,1.169757702335224e-06
5000,networkx,0.3796806335449219,3.579540187064112e-06
5000,classico,1.791356086730957,1.6800190765306006e-05
5000,heap,0.2038593292236328,1.9420237532686825e-06
5000,networkx,0.37306785583496094,3.5244148000336e-06
5000,classico,1.1733148097991943,1.1005386358891761e-05
5000,heap,0.11496186256408691,1.0930651042893562e-06
5000,networkx,0.3932931423187256,3.7076298628652793e-06
5000,classico,2.078688859939575,1.950534210409237e-05
5000,heap,0.10812902450561523,1.0272193969134356e-06
5000,networkx,0.388110876083374,3.6507574855937617e-06
5000,classico,1.1591811180114746,1.0874353638985367e-05
5000,heap,0.10895514488220215,1.0368717018268326e-06
5000,networkx,0.38598155975341797,3.631761525461155e-06
5000,classico,1.9799938201904297,1.856059517622205e-05
5000,heap,0.10387396812438965,9.891279687236992e-07
5000,networkx,0.40287089347839355,2.324574145512854e-08
5000,classico,1.1650738716125488,1.0929101923809783e-05
5000,heap,0.10577154159545898,1.0058395015380887e-06
5000,networkx,0.7007172107696533,6.583248363634846e-06
5000,classico,1.2478559017181396,1.1705649055193054e-05
5000,heap,0.12249588966369629,1.1679994124850482e-06
5000,networkx,0.38010740280151367,3.5738909463070183e-06
5000,classico,1.1617169380187988,1.0905051478851406e-05
5000,heap,0.10494375228881836,1.0013271703615094e-06
5000,networkx,0.7171108722686768,6.74044005710886e-06
5000,classico,1.155092716217041,1.0836615123009384e-05
5000,heap,0.10787034034729004,1.025211910347627e-06
5000,networkx,0.3724675178527832,3.505666399889659e-06
5000,classico,1.15484619140625,1.083075074852154e-05
5000,heap,0.12479281425476074,1.1835683145426502e-06
5000,networkx,0.7513258457183838,7.062210139309154e-06
5000,classico,1.1586699485778809,1.0868068565795128e-05
5000,heap,0.10921430587768555,1.0373033245283595e-06
5000,networkx,0.38353872299194336,3.617585074520887e-06
5000,classico,1.154792070388794,1.0831212682988198e-05
5000,heap,0.10726666450500488,1.0199324067544099e-06
5000,networkx,0.7357017993927002,6.9093273345592555e-06
5000,classico,1.1706702709197998,1.0982552796894749e-05
5000,heap,0.11149191856384277,1.059077532485997e-06
5000,networkx,0.39890289306640625,3.750495076324369e-06
5000,classico,1.1539947986602783,1.082625815262588e-05
5000,heap,0.10847592353820801,1.0285139411471428e-06
5000,networkx,0.6998724937438965,6.5733145686809236e-06
5000,classico,1.1705451011657715,1.0977741703296103e-05
5000,heap,0.10286402702331543,9.806934380735844e-07
5000,networkx,0.37801146507263184,3.562611107584537e-06
5000,classico,1.17155122756958,1.0992189760127615e-05
5000,heap,0.1076955795288086,1.024898192560139e-06
5000,networkx,0.6778419017791748,6.3677942560398205e-06
5000,classico,1.1860146522521973,1.1138363593134662e-05
5000,heap,0.10856842994689941,1.040048224456827e-06
5000,networkx,0.3940403461456299,3.711768880082496e-06
5000,classico,1.1649792194366455,1.0925882119178944e-05
5000,heap,0.10872578620910645,1.0323505281410737e-06
5000,networkx,0.7027337551116943,6.603124469955716e-06
5000,classico,1.219221830368042,1.1436261757929917e-05
5000,heap,0.1068122386932373,1.0221603418371203e-06
5000,networkx,0.37978458404541016,3.572740884929474e-06
5000,classico,1.1617064476013184,1.0894964697115906e-05
5000,heap,0.122528076171875,1.1690212806426503e-06
5000,networkx,0.7074995040893555,6.649488867606178e-06
5000,classico,1.1600332260131836,1.0890292708240506e-05
5000,heap,0.10623574256896973,1.0094229782147037e-06
5000,networkx,0.3689887523651123,3.4691618300424876e-06
5000,classico,1.1554338932037354,1.083908183891378e-05
5000,heap,0.10339236259460449,9.835978038806764e-07
5000,networkx,0.7246437072753906,6.8059952057606915e-06
5000,classico,1.1508471965789795,1.0795702396961355e-05
5000,heap,0.10839486122131348,1.028018954104253e-06
5000,networkx,0.3744010925292969,3.522026361902814e-06
5000,classico,1.172368049621582,1.0994830647460063e-05
5000,heap,0.11559796333312988,1.0950427207258162e-06
5000,networkx,0.7585196495056152,7.134639109067357e-06
5000,classico,1.1571252346038818,1.0855095300896664e-05
5000,heap,0.10531282424926758,1.0013190282210615e-06
5000,networkx,0.3688054084777832,3.4682301896740907e-06
5000,classico,1.1830213069915771,1.1095438303503673e-05
5000,heap,0.1836104393005371,1.7330006493035822e-06
5000,networkx,0.7878713607788086,7.397783229122206e-06
5000,classico,1.1824204921722412,1.1093439806214978e-05
5000,heap,0.10482168197631836,9.998477916721384e-07
5000,networkx,0.39865708351135254,3.7470464013320796e-06
10000,classico,6.2550904750823975,5.861579190711623e-05
10000,heap,0.5960149765014648,5.600079147215231e-06
10000,networkx,2.8148903846740723,2.6382852050364528e-05
10000,classico,6.277846336364746,5.882347241117117e-05
10000,heap,0.5753920078277588,5.405178762839075e-06
10000,networkx,2.8105127811431885,2.6361145294326382e-05
10000,classico,6.151513576507568,5.766117093883199e-05
10000,heap,0.5807600021362305,5.455998688500437e-06
10000,networkx,3.3645787239074707,3.1536163712101605e-05
10000,classico,5.126543283462524,4.804059398064791e-05
10000,heap,0.5893375873565674,5.544887129975e-06
10000,networkx,4.062111139297485,3.806861957381662e-05
10000,classico,5.251001358032227,4.9204268326295304e-05
10000,heap,0.6502876281738281,6.10497858609009e-06
10000,networkx,3.580998420715332,3.356883041558636e-05
10000,classico,5.170997381210327,4.845920726113709e-05
10000,heap,1.0331928730010986,9.722286303649572e-06
10000,networkx,2.848004102706909,2.6692939062914673e-05
10000,classico,5.106579065322876,4.785145963026912e-05
10000,heap,1.1201488971710205,1.0527608149513607e-05
10000,networkx,2.8411478996276855,2.6630685208110708e-05
10000,classico,6.0178587436676025,5.6389413750299414e-05
10000,heap,0.6211209297180176,5.833509633921089e-06
10000,networkx,2.8163838386535645,2.6396842790714824e-05
10000,classico,6.297341585159302,5.900960229629829e-05
10000,heap,0.5904624462127686,5.55769044797372e-06
10000,networkx,2.824840545654297,2.6479434019838886e-05
10000,classico,6.308021783828735,5.9110667752838065e-05
10000,heap,0.5852296352386475,5.497368634671369e-06
10000,networkx,2.8304100036621094,2.6531907781117103e-05
10000,classico,5.911349534988403,5.539068949604063e-05
10000,heap,0.569772481918335,5.35202962897465e-06
10000,networkx,3.5804054737091064,3.356199105895408e-05
10000,classico,5.1986823081970215,4.871631262338125e-05
10000,heap,0.5869941711425781,5.517151453432728e-06
10000,networkx,4.080278635025024,3.824130887341778e-05
10000,classico,5.205883741378784,4.878516852967658e-05
10000,heap,0.5961534976959229,5.600143657135518e-06
10000,networkx,3.560459613800049,3.3372955739172975e-05
10000,classico,5.1195855140686035,4.798439841952867e-05
10000,heap,1.1164207458496094,1.0473441312689459e-05
10000,networkx,2.872295379638672,2.6930909140372338e-05
10000,classico,5.0771355628967285,4.757676417132536e-05
10000,heap,1.1321580410003662,1.0646966730601821e-05
10000,networkx,2.828237771987915,2.651521388068384e-05
10000,classico,5.869266986846924,5.500308251284235e-05
10000,heap,0.5819878578186035,5.470027453165494e-06
10000,networkx,2.8403480052948,2.6633630796296386e-05
10000,classico,6.193517684936523,5.8039077844268484e-05
10000,heap,0.5700478553771973,5.356899048715043e-06
10000,networkx,2.8285439014434814,2.6518077089690475e-05
10000,classico,6.242823839187622,5.849785733262417e-05
10000,heap,0.5925297737121582,5.564459790313479e-06
10000,networkx,2.80133318901062,2.626248153165639e-05
10000,classico,6.173655271530151,5.7847792798072664e-05
10000,heap,0.5999317169189453,5.636311695854953e-06
10000,networkx,3.4557013511657715,3.2390304216080624e-05
10000,classico,5.1470947265625,4.8237282698983586e-05
10000,heap,0.5753216743469238,5.406233530118277e-06
10000,networkx,4.070362091064453,3.814643373396298e-05
10000,classico,5.218086242675781,4.889833352558527e-05
10000,heap,0.5928356647491455,5.569503860138397e-06
10000,networkx,3.566300630569458,3.344611798252772e-05
10000,classico,5.091612339019775,4.7711224678675056e-05
10000,heap,1.0946414470672607,1.0272252420628315e-05
10000,networkx,2.8268473148345947,2.649670818121047e-05
10000,classico,5.125216007232666,4.803224309921264e-05
10000,heap,1.0623164176940918,9.976515618696781e-06
10000,networkx,2.793933629989624,2.618893140485441e-05
10000,classico,5.755361557006836,5.39363028337848e-05
10000,heap,0.5880739688873291,5.529965039666698e-06
10000,networkx,2.803576946258545,2.6278890750232097e-05
10000,classico,6.221829175949097,5.830759166001573e-05
10000,heap,0.5698647499084473,5.351627756853096e-06
10000,networkx,2.816291332244873,2.6396735070168267e-05
10000,classico,6.273739576339722,5.878691965405341e-05
10000,heap,0.5864384174346924,5.5086617496502e-06
10000,networkx,2.7984097003936768,2.6228918004279364e-05
10000,classico,6.225237846374512,5.833372663586094e-05
10000,heap,0.5865392684936523,5.521185938351485e-06
10000,networkx,3.101005792617798,2.907636162217411e-05
10000,classico,5.4711737632751465,5.130228008380369e-05
10000,heap,0.571232795715332,5.366372359459129e-06
10000,networkx,4.0330047607421875,3.7801711590206294e-05
10000,classico,5.153357267379761,4.829157053126892e-05
10000,heap,0.5889277458190918,5.532314286495684e-06
10000,networkx,3.9649906158447266,3.716541597529659e-05
10000,classico,5.16508674621582,4.840254289701336e-05
10000,heap,1.0101077556610107,9.477502042747231e-06
10000,networkx,3.0771145820617676,2.8848881674704015e-05
10000,classico,5.091778755187988,4.7715554651227534e-05
10000,heap,1.078871726989746,1.0129698829733882e-05
10000,networkx,2.8200910091400146,2.6440775308082882e-05
10000,classico,5.4741761684417725,5.1311752878414984e-05
10000,heap,0.8545567989349365,8.01865080075277e-06
10000,networkx,2.8146026134490967,2.6382607408733356e-05
10000,classico,6.2183918952941895,5.827092453730797e-05
10000,heap,0.5749497413635254,5.399972136584738e-06
10000,networkx,2.8605129718780518,2.6818172815348826e-05
10000,classico,6.250175714492798,5.856909932211389e-05
10000,heap,0.5688726902008057,5.342245167725442e-06
10000,networkx,2.8086204528808594,2.6324366848849896e-05
10000,classico,6.24554443359375,5.854728668790578e-05
10000,heap,0.5760173797607422,5.409709321045573e-06
10000,networkx,3.410033702850342,3.1966036519676747e-05
10000,classico,5.265812158584595,4.935958593370317e-05
10000,heap,0.5828225612640381,5.474935717143524e-06
10000,networkx,4.022747755050659,3.769862537842709e-05
10000,classico,5.202493667602539,4.876137638268094e-05
10000,heap,0.589055061340332,5.541027959828805e-06
10000,networkx,3.5909476280212402,3.365500305105616e-05
10000,classico,5.164817571640015,4.839994678342597e-05
10000,heap,1.0675909519195557,1.0023853518793047e-05
10000,networkx,2.9027183055877686,2.7216472941843537e-05
10000,classico,5.172539472579956,4.847779074188131e-05
10000,heap,1.0821208953857422,1.0155275848089745e-05
10000,networkx,2.821976661682129,2.6448969007203065e-05
10000,classico,5.550194978713989,5.2030154151599676e-05
10000,heap,0.8375406265258789,7.875660704188686e-06
10000,networkx,2.8108861446380615,2.6347511055922076e-05
10000,classico,6.16197943687439,5.7742439556709916e-05
10000,heap,0.6034355163574219,5.666265460361999e-06
10000,networkx,2.8409242630004883,2.6630079198072722e-05
10000,classico,6.216726064682007,5.8250783532588305e-05
10000,heap,0.5821466445922852,5.466958552941097e-06
10000,networkx,2.804405927658081,2.628652746123404e-05
10000,classico,6.314340114593506,5.917473721678865e-05
10000,heap,0.621772050857544,5.8414824014072855e-06
10000,networkx,2.8076388835906982,2.6314871885951585e-05
10000,classico,5.859170198440552,5.4901274536479435e-05
10000,heap,0.5957729816436768,5.604823824729922e-06
10000,networkx,3.5507442951202393,3.328327802167615e-05
10000,classico,5.206880569458008,4.87916895077117e-05
10000,heap,0.6000156402587891,5.641062865850642e-06
10000,networkx,4.053194999694824,3.798681408451099e-05
10000,classico,5.103399991989136,4.782050279117771e-05
10000,heap,0.5841376781463623,5.48796035131793e-06
10000,networkx,3.4622042179107666,3.245223472768767e-05
10000,classico,5.163649559020996,4.838795919269841e-05
10000,heap,1.113116979598999,1.0445918969879088e-05
10000,networkx,2.803488254547119,2.627787641886403e-05
10000,classico,5.291310548782349,4.959864119905505e-05
10000,heap,1.0075926780700684,9.455842159335764e-06
10000,networkx,2.766566038131714,2.5929231218685164e-05
10000,classico,6.094903469085693,5.711287743141522e-05
10000,heap,0.5907042026519775,5.5508842603512025e-06
10000,networkx,2.8029708862304688,2.6281446432817598e-05
10000,classico,6.238309621810913,5.846225874460466e-05
10000,heap,0.5995786190032959,5.632770199472629e-06
10000,networkx,2.7983005046844482,2.6238282878050108e-05
10000,classico,6.316308498382568,5.9188019664462316e-05
10000,heap,0.5891492366790771,5.535508868867066e-06
10000,networkx,2.7995285987854004,2.6239468437947338e-05
10000,classico,5.780275344848633,5.4187056935154536e-05
10000,heap,0.6004014015197754,5.638426239171869e-06
10000,networkx,3.7465646266937256,3.511330482923065e-05
10000,classico,5.171708583831787,4.846782883218657e-05
10000,heap,0.6295909881591797,5.9194504677370294e-06
10000,networkx,3.991313934326172,3.7406024334887106e-05
10000,classico,5.136714220046997,4.81344553436804e-05
10000,heap,0.849083423614502,7.968104098975824e-06
10000,networkx,3.2972099781036377,3.0920273485069445e-05
10000,classico,5.192888975143433,4.8669020933012754e-05
10000,heap,1.0862019062042236,1.0226934182392202e-05
10000,networkx,2.8407788276672363,2.6632517589572857e-05
10000,classico,5.1302995681762695,4.8083816607869914e-05
10000,heap,1.0802648067474365,1.0143868020013498e-05
10000,networkx,2.8263559341430664,2.6490875465253777e-05
10000,classico,5.817955732345581,5.454080790957587e-05
10000,heap,0.5942232608795166,5.580432570137867e-06
10000,networkx,2.8280954360961914,2.6508173697505487e-05
10000,classico,6.1876380443573,5.7987478212237156e-05
10000,heap,0.5972099304199219,5.618112479831245e-06
10000,networkx,2.8084797859191895,2.6322630168773662e-05
10000,classico,6.315147638320923,5.9178459385552095e-05
10000,heap,0.5863909721374512,5.5089534084421805e-06
10000,networkx,2.8107340335845947,2.63539435722632e-05
10000,classico,5.990136384963989,5.612832800698232e-05
10000,heap,0.58673095703125,5.512464476182891e-06
10000,networkx,3.461986541748047,3.245622196480677e-05
10000,classico,5.169148683547974,4.843700040356675e-05
10000,heap,0.5735845565795898,5.385977145836303e-06
10000,networkx,4.002718448638916,3.7510093139209464e-05
10000,classico,5.1186158657073975,4.796602008130335e-05
10000,heap,0.5760231018066406,5.41830841332516e-06
10000,networkx,3.5237553119659424,3.3026382784846665e-05
10000,classico,5.17945408821106,4.853627034935686e-05
10000,heap,1.106722354888916,1.0408868791818031e-05
10000,networkx,2.8845267295837402,2.7035624131905278e-05
10000,classico,5.167107820510864,4.842545382942146e-05
10000,heap,1.0894911289215088,1.0225239956809378e-05
10000,networkx,2.8395731449127197,2.6613122426750152e-05
10000,classico,5.847994089126587,5.4806528360653674e-05
10000,heap,0.6253492832183838,5.878287620215125e-06
10000,networkx,2.877427577972412,2.6968658613355463e-05
10000,classico,6.238962650299072,5.8458316099220876e-05
10000,heap,0.5751161575317383,5.400719594689377e-06
10000,networkx,2.7943572998046875,2.619042190382443e-05
10000,classico,6.267239570617676,5.872899689774705e-05
10000,heap,0.5763556957244873,5.4139132242388e-06
10000,networkx,2.8020105361938477,2.6265888095644825e-05
10000,classico,6.104212045669556,5.719670537558568e-05
10000,heap,0.6003320217132568,5.640879438380152e-06
10000,networkx,3.4294722080230713,3.215230606670302e-05
10000,classico,5.278231382369995,4.9465618613811796e-05
10000,heap,0.624504804611206,5.875771580834204e-06
10000,networkx,4.075713872909546,3.819517944113426e-05
10000,classico,5.161738872528076,4.836969083270981e-05
10000,heap,0.6012961864471436,5.6525711560451755e-06
10000,networkx,3.6328885555267334,3.404614603518534e-05
10000,classico,5.139965057373047,4.8176938266388494e-05
10000,heap,1.0448849201202393,9.813003610461835e-06
10000,networkx,2.860065221786499,2.680771838641148e-05
10000,classico,5.1644127368927,4.839862698302775e-05
10000,heap,1.0977556705474854,1.0326524352277087e-05
10000,networkx,2.8191933631896973,2.6423708155252257e-05
10000,classico,5.8006157875061035,5.43664500206311e-05
10000,heap,0.6002798080444336,5.638693491622893e-06
10000,networkx,2.918032169342041,2.7348636333571535e-05
10000,classico,6.290082693099976,5.894175277997147e-05
10000,heap,0.5960996150970459,5.606064478803059e-06
10000,networkx,2.8678107261657715,2.6885205100616e-05
10000,classico,6.3843443393707275,3.66664205979505e-07
10000,heap,0.6026749610900879,5.66144466238991e-06
10000,networkx,3.3927931785583496,3.180112505974112e-05
50000,classico,135.37151288986206,0.0012644506068257774
50000,heap,0.7692036628723145,7.225228152621545e-06
50000,networkx,0.543708324432373,5.118682727248962e-06
50000,classico,134.95847034454346,0.0012609318772262817
50000,heap,0.7659058570861816,7.1898822823500485e-06
50000,networkx,0.5338237285614014,5.021018983854239e-06
50000,classico,134.67125630378723,0.0012587743076507944
50000,heap,0.7774136066436768,7.304698705849369e-06
50000,networkx,0.8664262294769287,8.143472161675648e-06
50000,classico,133.70062279701233,0.0012492617792927243
50000,heap,1.3091564178466797,1.2298285094242108e-05
50000,networkx,0.5685272216796875,5.347075845381439e-06
50000,classico,134.85266613960266,0.001260680626485536
50000,heap,0.7891089916229248,7.412442277236018e-06
50000,networkx,0.5210261344909668,4.906710328934851e-06
50000,classico,134.73688793182373,0.0012585248922705307
50000,heap,0.763169527053833,7.1650881206925734e-06
50000,networkx,0.5017485618591309,4.719354722789179e-06
50000,classico,136.57752442359924,0.001275012609713042
50000,heap,1.2945599555969238,1.2150612708453378e-05
50000,networkx,0.5492098331451416,5.164017706570775e-06
50000,classico,134.59760522842407,0.001258481059543022
50000,heap,0.7618660926818848,7.1602906084795415e-06
50000,networkx,0.8378739356994629,4.821352483826833e-08
50000,classico,134.3880524635315,0.0012561880068577452
50000,heap,0.7696545124053955,7.223230924469376e-06
50000,networkx,0.5350453853607178,5.032676412803352e-06
50000,classico,136.26810455322266,0.0012731258256070924
50000,heap,1.2306323051452637,1.1566530842065538e-05
50000,networkx,0.5202839374542236,4.9031477902084095e-06
50000,classico,136.04763913154602,0.0012702907063318813
50000,heap,0.7587246894836426,7.123373535154353e-06
50000,networkx,0.5253732204437256,4.941687118687579e-06
50000,classico,133.98245668411255,0.0012529746146001416
50000,heap,0.7599935531616211,7.142615676391252e-06
50000,networkx,0.6209797859191895,5.854074107604069e-06
50000,classico,133.50737404823303,0.0012474725473625213
50000,heap,1.014784574508667,9.524803197928297e-06
50000,networkx,0.6993327140808105,6.574008732164746e-06
50000,classico,136.9367241859436,0.001279419200599813
50000,heap,0.7599515914916992,7.1343037119178416e-06
50000,networkx,0.4749336242675781,4.469889230797823e-06
50000,classico,135.40592122077942,0.0012649998201256878
50000,heap,0.7537124156951904,7.078026622321908e-06
50000,networkx,0.8251028060913086,7.766411829699708e-06
50000,classico,132.41677951812744,0.0012366436600419473
50000,heap,0.9093012809753418,8.534024872245925e-06
50000,networkx,0.8042902946472168,7.5555850951480325e-06
50000,classico,135.97958397865295,0.001270487948973653
50000,heap,0.7494208812713623,7.042700568078691e-06
50000,networkx,0.5279760360717773,4.968636878767242e-06
50000,classico,136.129141330719,0.0012722182046685949
50000,heap,0.7697999477386475,4.432870995918704e-08
50000,networkx,0.7917513847351074,4.559734499806328e-08
50000,classico,132.85959601402283,0.0012413526981240816
50000,heap,1.3031494617462158,1.2264067845989233e-05
50000,networkx,0.5289506912231445,4.98224971170947e-06
50000,classico,133.76856207847595,0.0012496980178459175
50000,heap,0.749500036239624,7.037660926644298e-06
50000,networkx,0.5123996734619141,4.816417915018688e-06
50000,classico,135.7346158027649,0.0012668203390598719
50000,heap,0.7353065013885498,6.903485228281317e-06
50000,networkx,0.5041890144348145,4.739445975779875e-06
50000,classico,136.29229259490967,0.0012734277848178148
50000,heap,1.3043220043182373,1.2244145067781674e-05
50000,networkx,0.5428462028503418,5.102622880668253e-06
50000,classico,135.88241243362427,0.0012695653601464238
50000,heap,0.7826652526855469,7.349453741852676e-06
50000,networkx,0.5542593002319336,5.209070511983633e-06
50000,classico,136.2413718700409,0.001272872142043922
50000,heap,0.917675256729126,8.61330801704354e-06
50000,networkx,0.8500785827636719,7.984417279813616e-06
50000,classico,136.28163886070251,0.0012718048107762901
50000,heap,0.806769609451294,7.578956525603015e-06
50000,networkx,0.5597827434539795,5.28118737124062e-06
50000,classico,135.4998550415039,0.0012646191344259673
50000,heap,0.7531282901763916,7.077315338576758e-06
50000,networkx,0.5574798583984375,5.2487948927075285e-06
50000,classico,135.37354159355164,0.0012638708751998733
50000,heap,1.3008811473846436,1.2212657913085669e-05
50000,networkx,0.49016451835632324,4.60863660045245e-06
50000,classico,135.841233253479,0.0012696740326476766
50000,heap,0.8342466354370117,7.83288790037185e-06
50000,networkx,0.5653603076934814,5.317269461120141e-06
50000,classico,133.92310404777527,0.001251829029182235
50000,heap,0.7590150833129883,7.127931636206173e-06
50000,networkx,0.526430606842041,4.956529915019202e-06
50000,classico,133.57283210754395,0.0012477692759220295
50000,heap,0.8315310478210449,7.804002807952574e-06
50000,networkx,0.74399733543396,6.991676106144681e-06
50000,classico,135.70915293693542,0.0012671985066998641
50000,heap,0.8281960487365723,7.772625927703365e-06
50000,networkx,0.4910457134246826,4.6169886916932064e-06
50000,classico,136.20650458335876,0.0012729492995523259
50000,heap,0.7913212776184082,7.4338213312830135e-06
50000,networkx,0.5416295528411865,5.092891235379427e-06
50000,classico,134.17075443267822,0.00125402425602494
50000,heap,0.7995405197143555,7.507307494178205e-06
50000,networkx,0.7895357608795166,7.422405359724798e-06
50000,classico,132.44783782958984,0.0012376109433235695
50000,heap,1.179792881011963,1.1069510226019067e-05
50000,networkx,0.5779430866241455,5.429530897054674e-06
50000,classico,136.43558764457703,0.0012748855566617667
50000,heap,0.8029642105102539,7.5444447198187355e-06
50000,networkx,0.5557839870452881,5.233014976623068e-06
50000,classico,133.62403798103333,0.001249247735695376
50000,heap,0.764348030090332,7.175129428310127e-06
50000,networkx,0.49741315841674805,4.6915458517432285e-06
50000,classico,134.17175149917603,0.00125403367426562
50000,heap,0.7794418334960938,7.314783226331962e-06
50000,networkx,0.8120148181915283,7.633968759536217e-06
